id|name|parent|tie_line|address|mail_code|phone_type|phone_number
275713|DEVELOPMENT|275697|IC* 2281||7724|OFFICE|212-870-2281
275724|POSTBACCALAUREATE PREMEDICAL PROGRAM|275697|MS* 4-0467||4109|OFFICE|212-854-0467
275727|FAX|275726||||FAX|212-923-2090
275737|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275736|||||
275739|FAX|275738|MS* 4-5381|||FAX|212-854-5381
275740|DUTCH STUDIES|275738|MS* 4-1856||2812|OFFICE|212-854-1856
275743|FINNISH STUDIES|275738|MS* 4-3202||2820|OFFICE|212-854-3202
275746|SWEDISH STUDIES|275738|MS* 4-3202||2812|OFFICE|212-854-3202
275749|YIDDISH STUDIES|275738|MS* 4-3202||2819|OFFICE|212-854-3202
275753|PHONE|275752|IC* 3559|||OFFICE|212-870-3559
275755|FAX|275754||||FAX|212-870-3109
275762|www.giss.nasa.gov|275761|||||
275763|GENERAL INFORMATION|275761||||OFFICE|212-678-5500
275764|FAX|275761||||FAX|212-678-5552
275765|DIRECTOR|275761||||OFFICE|212-678-5500
275766|LIBRARY|275761||||OFFICE|212-678-5613
275771|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275770|||||
275774|ACADEMIC AFFAIRS|275772|MS* 4-5052||4306|OFFICE|212-854-5052
275775|ACADEMIC PROGRESS, DISSERTATION DEFENSE AND DEPOSIT|275772|MS* 4-2866||4304|OFFICE|212-854-2866
275782|DEAN, OFFICE OF THE|275772|MS* 4-2861||4306|OFFICE|212-854-2861
275783|DEVELOPMENT|275772|MS* 4-9601||7720|OFFICE|212-854-9601
275786|M.A. ONLY PROGRAMS|275772|MS* 4-5972||4307|OFFICE|212-854-5972
275788|MINORITY AFFAIRS AND SPECIAL PROGRAMS|275772|MS* 4-3791||4306|OFFICE|212-854-3791
275789|STUDENT AFFAIRS|275772|MS* 4-3923||4306|OFFICE|212-854-3923
275791|ACADEMIC POSITIONS, TEACHING|275790|MS* 4-3561|||OFFICE|212-854-3561
275795|FAX|275794|MS* 4-2738|||FAX|212-854-2738
275797|FAX|275796|MS* 4-7856|||FAX|212-854-7856
275801|FAX|275800||||FAX|212-854-7856
275803|FAX|275802||||FAX|212-865-1294
275810|INFORMATION|275809|MS* 4-2548|||OFFICE|212-854-2548
275811|BUILDING SUPERVISOR|275809|MS* 4-3441|||OFFICE|212-854-3441
275812|PHYSICAL EDUCATION|275809|MS* 4-3439|||OFFICE|212-854-3439
275816|RESERVATIONS|275815|MS* 4-2821|||OFFICE|212-854-2821
275817|KELLOGG@COLUMBIA.EDU|275815|||||
275822|FAX|275821||||FAX|212-342-2320
275824|ADMINISTRATION|275823||||OFFICE|212-939-1340
275826|AFFILIATION OFFICE|275823||||OFFICE|212-939-1383
275836|DEPARTMENTS|275823|||||
275852|RENAISSANCE HEALTHCARE NETWORK|275823||||OFFICE|212-939-6520
275854|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|275853|||||
275863|FAX|275862|MC* 5-3545|||FAX|212-305-3545
275870|FAX|275869||||FAX|212-781-6047
275872|FAX|275871||||FAX|212-305-1031
275875|FAX|275874||||FAX|212-544-1920
275877|FAX|275876|HS* 5-8119|||FAX|212-305-8119
275878|MAINTENANCE CONTROL CENTER|275876|HS* 5-8100|||OFFICE|212-305-8100
275890|FAX|275889||||FAX|212-854-7856
275892|FAX|275891|MS* 4-7081|||FAX|212-854-7081
275893|EARTH AND ENVIRONMENTAL SYSTEMS|275891|MS* 4-6610|||OFFICE|212-854-6610
275894|EARTH RESOURCES ENGINEERING|275891|MS* 4-2905||4711|OFFICE|212-854-2905
275895|INDUSTRY/UNIVERSITY COOPERATIVE RESEARCH CENTER|275891|MS* 4-8812||4711|OFFICE|212-854-8812
275896|METALLURGICAL ENGINEERING|275891|MS* 4-2905||4711|OFFICE|212-854-2905
275897|MINERAL ENGINEERING AND CHEMICAL METALLURGY|275891|MS* 4-2928||4711|OFFICE|212-854-2928
275900|MINING ENGINEERING|275891|MS* 4-2984||4711|OFFICE|212-854-2984
275903|SHOP|275891|MS* 4-2902||4711|OFFICE|212-854-2902
275911|FAX|275910|MS* 4-3050|||FAX|212-854-3050
275913|FAX|275912||||FAX|212-662-7289
275917|FAX|275916||||FAX|212-854-2458
275925|DIRECTOR|275924|MS* 4-5177||1301|OFFICE|212-854-5177
275926|ASSOCIATE DIRECTOR|275924|MS* 4-8787||1301|OFFICE|212-854-8787
275931|COLUMBIA COLLEGE|275929|MS* 4-4646||2527|OFFICE|212-854-4646
275932|GENERAL STUDIES|275929|MS* 4-4646||2527|OFFICE|212-854-4646
275933|GRADUATE SCHOOL OF ARTS AND SCIENCES|275929|MS* 4-4646||2527|OFFICE|212-854-4646
275945|OFFICE OF ADMINISTRATIVE SERVICES|275944|||||
275946|INTEROFFICE:|275944||||OFFICE|212-781-0611
275949|FAX|275948|MC* 5-3079|||FAX|212-305-3079
275950|NUTRITION@.COLUMBIA.EDU|275948|||||
275952|CUHR Vice President, Office of the|275951|MS* 1-0628||8705|OFFICE|212-851-0628
275955|CUHR Benefits|275951|MS* 1-7000||8703|OFFICE|212-851-7000
275958|CUHR Labor Relations|275951|||8704|OFFICE|212-870-2801
275976|Harlem Hospital Affiliation: Human Resources|275951||||OFFICE|212-939-1720
275977|Medical Center Campus: Human Resources|275951|MC* 7-3819|||OFFICE|212-305-3819
275981|CUHR Information Services|275951|MS* 1-2888||8705|OFFICE|212-851-2888
275983|HR Organizational Services|275951|IC* 2425||7705|OFFICE|212-870-2425
276014|FAX|276013||||FAX|212-316-4578
276016|FAX|276015|MS* 4-5736|||FAX|212-854-5736
276018|FAX|276017|MS* 4-3515|||FAX|212-854-3515
276020|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES|276019|||||
276022|FAX|276021|MS* 4-5765|||FAX|212-854-5765
276024|FAX|276023||||FAX|212-662-7289
276026|PHONE|276025|MS* 4-4631|||OFFICE|212-854-4631
276028|FAX|276025|MS* 4-4069|||FAX|212-854-4069
276035|FAX|276034|MS* 4-8103|||FAX|212-854-8103
276036|ACADEMIC AND CAREER ADVISOR|276034|MS* 4-0757||4704|OFFICE|212-854-0757
276037|CENTER FOR APPLIED PROBABILITY  (CAP)|276034|MS* 4-6096||4704|OFFICE|212-854-6096
276040|COMPUTATIONAL OPTIMIZATION RESEARCH CENTER  (CORC)|276034|MS* 4-2385||4704|OFFICE|212-854-2385
276042|DEPARTMENTAL ADMINISTRATOR|276034|MS* 4-1473|||OFFICE|212-854-1473
276043|FINANCIAL ENGINEERING PROGRAM|276034|MS* 4-2942||4704|OFFICE|212-854-2942
276044|INDUSTRIAL ENGINEERS, AMERICAN INSTITUTE OF  (AIIE)|276034|MS* 4-2942||4704|OFFICE|212-854-2942
276047|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276046|||||
276049|FAX|276048||||FAX|212-305-3302
276059|DEPUTY VICE PRESIDENT, ACADEMIC  INFORMATION SYSTEMS|276058|MS* 4-8314|||OFFICE|212-854-8314
276060|ADMINISTRATIVE INFORMATION SYSTEMS|276058|MS* 4-3749|||OFFICE|212-854-3749
276061|COMPUTING/NETWORK HELP DESK|276058|MS* 4-1919|||OFFICE|212-854-1919
276063|DEPUTY VICE PRESIDENT|276062|IC* 1820||7706|OFFICE|212-851-1820
276072|FAX|276071|MS* 4-1470|||FAX|212-854-1470
276074|FAX|276073|MS* 4-7060|||FAX|212-854-7060
276076|ASSISTANT DIRECTOR|276073|MS* 4-8789|||OFFICE|212-854-8789
276078|FAX|276077||||FAX|212-854-7466
276080|FAX|276079|MS* 4-8925|||FAX|212-854-8925
276081|CENTER FOR DECISION SCIENCES (CDS)|276079|MS* 4-4237||3355|OFFICE|212-854-4237
276083|CENTER FOR HISTORICAL AND SOCIAL SCIENCE (CHSS)|276079|MS* 4-7918||3355|OFFICE|212-854-7918
276084|CENTER ON ORGANIZATIONAL INNOVATION (COI)|276079|MS* 4-4680||3355|OFFICE|212-854-4680
276086|CENTER FOR THE STUDY OF WEALTH AND INEQUALITY (CWI)|276079|MS* 4-6335||3355|OFFICE|212-854-6335
276089|LAZARSFELD CENTER FOR THE SOCIAL SCIENCES|276079|MS* 4-3081||3355|OFFICE|212-854-3081
276090|-|276079|MS* 4-0742||3355|OFFICE|212-854-0742
276098|FAX|276097|MC* 5-1741|||FAX|212-305-1741
276100|FAX|276099||||FAX|212-305-3458
276102|PHONE|276101|MS* 4-3104|||OFFICE|212-854-3104
276107|FAX|276105|MC* 5-3079|||FAX|212-305-3079
276108|NUTRITION@COLUMBIA.EDU|276105|||||
276110|FAX|276109||||FAX|212-864-1686
276125|FAX|276124|MS* 4-3110|||FAX|854- 3110
276129|MORNINGSIDE CAMPUS|276128|||7712|OFFICE|212-851-5771
276131|MEDICAL CENTER|276128||||OFFICE|212-342-4758
276136|FAX|276135||||FAX|212-864-4847
276138|ALUMNI AFFAIRS|276135|MS* 4-8671||3328|OFFICE|212-854-8671
276139|CAREER SERVICES|276135|MS* 4-4613||3328|OFFICE|212-854-4613
276140|COMPUTER LAB|276135|MS* 4-1575||3328|OFFICE|212-854-1575
276141|DEAN S OFFICE|276135|MS* 4-4605||3328|OFFICE|212-854-4605
276142|DEPARTMENT OF INTERNATIONAL AND PUBLIC AFFAIRS|276135|MS* 4-3239||3323|OFFICE|212-854-3239
276143|EXTERNAL RELATIONS|276135|MS* 4-8671||3328|OFFICE|212-854-8671
276145|HAMMARSKJOLD LOUNGE|276135|||||
276148|INSTITUTES|276135|||||
276160|CENTER ON INTERNATIONAL ORGANIZATION|276135|MS* 4-1790|||OFFICE|212-854-1790
276161|HUMANITARIAN AFFAIRS PROGRAM|276135|MS* 4-8825||3323|OFFICE|212-854-8825
276165|JOURNAL OF INTERNATIONAL AFFAIRS|276135|MS* 4-4775|||OFFICE|212-854-4775
276168|KELLOGG CONFERENCE CENTER|276135|||3339||
276171|MIA  DEGREE INFORMATION|276135|MS* 4-2930||3328|OFFICE|212-854-2930
276172|MPA DEGREE INFORMATION|276135|MS* 4-1421||3328|OFFICE|212-854-1421
276173|MPA  IN EARTH SYSTEMS SCIENCE, POLICY, AND MANAGEMENT DEGREE INFORMATION|276135|MS* 4-3142||3323|OFFICE|212-854-3142
276175|OFFICE OF SPONSORED RESEARCH (OSR)|276135|MS* 4-5725||3355|OFFICE|212-854-5725
276177|PICKER CENTER FOR EXECUTIVE EDUCATION|276135|MS* 4-2710||3328|OFFICE|212-854-2710
276179|PROGRAM IN ECONOMIC POLICY MANAGEMENT|276135|MS* 4-6982||3332|OFFICE|212-854-6982
276180|STUDENT ASSOCIATION|276135|MS* 4-5424|||OFFICE|212-854-5424
276181|UN STUDIES PROGRAM|276135|MS* 4-1790|||OFFICE|212-854-1790
276186|FAX|276185||||FAX|212-316-1827
276187|RESIDENT ROOMS  (LONG- AND SHORT-TERM STAYS) AND  NON-RESIDENT MEMBERSHIP|276185||||OFFICE|212-316-8436
276188|GUEST-ACCOMMODATIONS  (HOTEL-TYPE ROOMS AND SUITES)|276185||||OFFICE|212-316-8436
276189|SPACE RENTAL  (RECEPTIONS, PARTIES, CONFERENCES)|276185||||OFFICE|212-316-8465
276191|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276190|||||
276193|PHONE|276192|MS* 4-1794|||OFFICE|212-854-1794
276194|FAX|276192|MS* 4-1854|||OFFICE|212-854-1854
276196|FAX|276195||||FAX|845-680-4866
276198|FAX|276197|MS* 4- 3966|||FAX|212-854-3966
276200|COMPUTING/NETWORK HELP DESK|276199|MS* 4-1919|||OFFICE|212-854-1919
276201|CONSULTANT@COLUMBIA.EDU|276199|||||
276203|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276202|||||
276212|FAX|276211|MS* 4-8479|||FAX|212-854-8479
276214|EVENTS INFORMATION|276211|MS* 4-4437|||OFFICE|212-854-4437
276216|FAX|276215|MS* 4-5306|||FAX|212-854-5306
276218|PHONE|276217|MS* 4-0594|||OFFICE|212-854-0594
276221|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276220|||||
276227|FAX|276226|MS* 4-1634|||FAX|212-854-1634
276228|jazz@columbia.edu|276226|||||
276229|www.jazz.columbia.edu|276226|||||
276231|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276230|||||
276235|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276234|||||
276237|FAX|276236||||FAX|212-678-8947
276239|ALBERT A. LIST-COLLEGE OF JEWISH STUDIES|276236||||OFFICE|212-678-8826
276240|COMMUNITY EDUCATION (EDUCATIONAL OUTREACH)|276236||||OFFICE|212-678-8996
276241|WILLIAM DAVIDSON SCHOOL OF EDUCATION|276236||||OFFICE|212-678-8030
276242|FACILITIES MANAGEMENT|276236||||OFFICE|212-678-8095
276243|GRADUATE SCHOOL|276236||||OFFICE|212-678-8024
276244|H.L. MILLER CANTORIAL SCHOOL|276236||||OFFICE|212-678-8037
276245|LIBRARY|276236||||OFFICE|212-678-8081
276246|LOUIS FINKELSTEIN INSTITUTE FOR  RELIGIOUS AND SOCIAL STUDIES|276236||||OFFICE|212-678-8020
276247|MELTON RESEARCH CENTER|276236||||OFFICE|212-678-8031
276248|NATIONAL RAMAH COMMISSION|276236||||OFFICE|212-678-8881
276249|IVRY PROZDOR|276236||||OFFICE|212-678-8824
276250|RABBINICAL SCHOOL|276236||||OFFICE|212-678-8817
276251|REGISTRAR/FINANCIAL AID|276236||||OFFICE|212-678-8007
276252|RESIDENCE LIFE|276236||||OFFICE|212-678-8035
276253|STUDENT LIFE|276236||||OFFICE|212-678-8839
276254|SUMMER SCHOOL|276236||||OFFICE|212-678-8886
276256|FAX|276255|IC* 2747|||FAX|212-870-2747
276258|FAX|276257|MS* 4-9801|||FAX|212-854-9801
276260|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276259|||||
276262|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276261|||||
276264|www.columbia.edu/cu/jel|276263|||||
276266|www.columbia.edu/cu/eurojournal/index/htm/|276265|||||
276268|www.columbia.edu/cu/jgl|276267|||||
276270|PHONE|276269|MS* 4-4602|||OFFICE|212-854-4602
276273|www.columbia.edu/cu/jlsp/|276272|||||
276275|www.columbia.edu/cu/jla/|276274|||||
276277|FAX|276276||||FAX|212-932-3721
276278|MANAGING EDITOR: JOHN SMYLIE|276276||||OFFICE|212-666-4419
276280|www.columbia.edu/cu/jtl/|276279|||||
276283|Spare|276877|MS* 4-4150||3820|OFFICE|212-854-4150
276285|Alumni Office|276281|MS* 4-3864||3807|OFFICE|212-854-3864
276286|Broadcast|276281|MS* 4- 7318||3812|OFFICE|212-854-7650
276287|Carrer Services|276281|MS* 4-4422||3806|OFFICE|212-854-4422
276288|Spare|276877||||FAX|212-854-4547
276291|Dean's Office|276281|MS* 4-3572||3801|OFFICE|212-854-3572
276292|Associate Dean, Academic Affairs|276281|MS* 4-3845||3802|OFFICE|212-854-3845
276293|Associate Dean, Administrative Affairs|276281|MS* 4-7483||3803|OFFICE|212-854-7483
276294|spare|276877|||||
276295|spare|276877|||||
276296|Assistant Dean, Student Affairs|276281|MS* 4-3861||3804|OFFICE|212-854-3861
276297|Development|276281|MS* 4-1148||3807|OFFICE|212-854-1148
276298|Dupont Center For Broadcast-Journalism, Alfred I.|276281|MS* 4-5047||3805|OFFICE|212-854-5047
276300|Fred Friendly Seminars, Inc.|276281|MS* 4-8995||3800|OFFICE|212-854-8995
276302|Knight-Bagehot Fellowship Program in Economics and Business Journalism|276281|MS* 4-6840||3850|OFFICE|212-854-6840
276303|Mailroom|276281|MS* 4-8009||3801|OFFICE|212-854-6468
276304|Maria Moors Cabot Prizes|276281|MS* 4-6468||3809|OFFICE|212-854-6468
276305|Spare|276877|MS* 4-5047||3812|OFFICE|212-854-5047
276306|Dupont Alfred I., Center for Broadcast Journalism|276281|MS* 4-5047||3805|OFFICE|212-854-5047
276307|John B. Oaks Award|276281|MS* 4-7650||3809|OFFICE|212-854-7650
276308|Pulitzer Prizes|276281|MS* 4-3841||3865|OFFICE|212-854-3841
276311|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276310|||||
276313|FAX|276312|MS* 4-0012|||FAX|212-854-0012
276315|FAX|276314||||FAX|212-724-0263
276317|PHONE|276316|MS* 4-4909|||OFFICE|212-854-4909
276319|FAX|276316|MS* 4-3434|||FAX|212-854-3434
276321|FAX|276320|MS* 4-1879|||FAX|212-854-1879
276325|FAX|276324|MS* 4-4019|||FAX|212-854-4019
276327|RESERVATIONS|276326|MS* 4-2821|||OFFICE|212-854-2821
276328|KELLOGG@COLUMBIA.EDU|276326|||||
276333|FAX|276332|MS* 4-9801|||FAX|212-854-9801
276334|spare|276877|||||
276336|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276335|||||
276347|CP2175@COLUMBIA.EDU|276346|||||
276348|SB2412@COLUMBIA.EDU|276346|||||
276349|DO2115@COLUMBIA.EDU|276346|||||
276351|GENERAL INFORMATION|276350||||OFFICE|845-359-2900
276352|ADMINISTRATION|276350|||||
276371|RESEARCH|276350|||||
276379|FAX|276378|MS* 4-7856|||FAX|212-854-7856
276382|www.columbia.edu/cu/lalsa/|276381|||||
276384|FAX|276383|MS* 4-0500|||FAX|212-854-0500
276387|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276386|||||
276389|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276388|||||
276391|FAX|276390|MS* 4-1229|||FAX|212-854-1229
276392|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|276390|||||
276395|INFORMATION CENTER|276393|MS* 4-2640||4096|OFFICE|212-854-2640
276396|ACADEMIC SERVICES|276393|MS* 4-2668||4036|OFFICE|212-854-2668
276398|ALUMNI OFFICE|276393|MS* 4-2680||4003|OFFICE|212-854-2680
276400|AMERICAN CIVIL LIBERTIES UNION  (ACLU)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276402|AMERICAN CONSTITUTION SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276404|AMNESTY INTERNATIONAL|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276406|ANNUAL FUND|276393|MS* 4-2681||4003|OFFICE|212-854-2681
276407|ASIAN-PACIFIC AMERICAN LAW STUDENTS ASSOCIATION  (APALSA)|276393|MS* 4-8352||4906|OFFICE|212-854-8352
276409|BAHA' I ASSOCIATION|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276411|BLACK LAW STUDENTS ASSOCIATION  (BLSA)|276393|MS* 4-8035||4906|OFFICE|212-854-8035
276413|BOARD OF VISITORS SECRETARY|276393|MS* 4-1382||4003|OFFICE|212-854-1382
276414|BUSINESS OFFICE|276393|MS* 4-7503||4023|OFFICE|212-854-7503
276415|CAREER SERVICES|276393|MS* 4-2683||4006|OFFICE|212-854-2683
276416|CENTER FOR CHINESE LEGAL STUDIES|276393|MS* 4-3655||4012|OFFICE|212-854-3655
276417|CENTER FOR JAPANESE LEGAL STUDIES|276393|MS*4-4926||4024|OFFICE|212-854-4926
276420|CENTER FOR KOREAN LEGAL STUDIES|276393|MS* 4-5759|||OFFICE|212-854-5759
276421|CENTER FOR LAW AND ECONOMIC STUDIES|276393|MS* 4-3739||4087|OFFICE|212-854-3739
276422|CENTER FOR LAW AND PHILOSOPHY|276393|MS* 4-4592|||OFFICE|212-854-4592
276426|CENTER FOR PUBLIC INTEREST-LAW|276393|MS* 4-6158|||OFFICE|212-854-6158
276428|CENTER FOR THE STUDY OF LAW AND CULTURE|276393|MS* 4-2511|||OFFICE|212-854-2511
276429|CHRISTIAN LEGAL SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276431|CIVIL RIGHTS LAW SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276433|CLINICAL EDUCATION|276393|MS* 4-4291||4061|OFFICE|212-854-4291
276434|COALITION FOR LEGAL RECRUITMENT (COLR)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276436|COLUMBIA BUSINESS LAW REVIEW|276393|MS* 4-1605||4906|OFFICE|212-854-1605
276438|COLUMBIA CIVIL RIGHTS LAW SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276440|COLUMBIA COALITION FOR LIFE|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276442|COLUMBIA HUMAN RIGHTS LAW REVIEW|276393|MS* 4-1601||4906|OFFICE|212-854-1601
276444|COLUMBIA JOURNAL OF ASIAN LAW|276393|MS* 4-5510||4906|OFFICE|212-854-5510
276446|COLUMBIA JOURNAL OF EAST EUROPEAN LAW|276393|MS* 4-2268||4906|OFFICE|212-854-2268
276448|COLUMBIA JOURNAL OF ENVIRONMENTAL LAW|276393|MS* 4-1606||4906|OFFICE|212-854-1606
276450|COLUMBIA JOURNAL OF EUROPEAN LAW|276393|MS* 4-5811||4906|OFFICE|212-854-5811
276452|COLUMBIA JOURNAL OF GENDER AND LAW|276393|MS* 4-1602||4906|OFFICE|212-854-1602
276454|COLUMBIA JOURNAL OF LAW AND SOCIAL PROBLEMS|276393|MS* 1603||4906|OFFICE|212-854-1603
276456|COLUMBIA JOURNAL OF TRANSNATIONAL LAW|276393|MS* 4-1604||4906|OFFICE|212-854-1604
276458|COLUMBIA LATIN AMERICAN BUSINESS LAW ASSOCIATION (CLABLA)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276460|COLUMBIA LAW ANIMAL WELFARE SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276462|COLUMBIA LAW OUTDOORS ASSOCIATION|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276464|COLUMBIA LAW REGISTER|276393|MS* 4-8241||4003|OFFICE|212-854-8241
276465|COLUMBIA LAW REPORT|276393|MS* 4-2156||4003|OFFICE|212-854-2156
276466|COLUMBIA LAW REVIEW|276393|MS* 4-4398||4025|OFFICE|212-854-4398
276467|COLUMBIA LAW SCHOOL FILM SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276469|COLUMBIA LAW SCHOOL NEWS|276393|MS* 4-5833||4906|OFFICE|212-854-5833
276472|COLUMBIA LAW SCHOOL SOCIETY FOR KARAOKE|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276474|COLUMBIA LAW SOCCER CLUB|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276476|COLUMBIA LAW SOFTBALL CLUB|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276478|COLUMBIA LAW WOMEN S ASSOCIATION|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276480|COLUMBIA LL.M. ASSOCIATION|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276484|COLUMBIA SOCIETY OF CINCINNATUS|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276486|COLUMBIA SOCIETY OF INTERNATIONAL LAW|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276488|COLUMBIA-VLA JOURNAL OF LAW AND THE ARTS|276393|MS* 4-1607||4906|OFFICE|212-854-1607
276490|COLUMBIA WORKERS RIGHTS COALITION|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276492|COMMUNITY LAWYERING PROJECT|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276494|CONFLICT RESOLUTION EXPLORATION WINDOW (CREW)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276498|DEAN' S OFFICE|276393|MS* 4-2675||4036|OFFICE|212-854-2675
276499|DEVELOPMENT OFFICE|276393|MS* 4-2680||4003|OFFICE|212-854-2680
276501|DE VINIMUS  (WINE-TASTING SOCIETY)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276503|DOMESTIC VIOLENCE PROJECT|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276505|DUAL DEGREE COMMITTEE: JD/MBA|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276507|ENTERTAINMENT, ARTS, AND SPORTS LAW SOCIETY  (EASLS)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276509|ENVIRONMENTAL LAW SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276511|EUROPEAN LAW SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276513|EUROPEAN LEGAL STUDIES CENTER|276393|MS* 4-0084||4094|OFFICE|212-854-0084
276514|FACULTY SECRETARIAT|276393|MS* 4-2687||4089|OFFICE|212-854-2687
276515|FAIR HOUSING CLINIC|276393|MS* 4-4291||4061|OFFICE|212-854-4291
276516|FEDERALIST-SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276521|FOR ENACTING A HUMANE DRUG POLICY (FEHDP)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276523|GAY AND LESBIAN LAW STUDENTS ASSOCIATION|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276525|GERMAN AMERICAN LAW SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276527|GOVERNMENT SERVICE ORGANIZATION|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276529|GRADUATE LEGAL STUDIES OFFICE|276393|MS* 4-2655||4036|OFFICE|212-854-2655
276530|HARLEM TUTORIAL|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276532|HUMAN RIGHTS INSTITUTE|276393|MS* 4-2493|||OFFICE|212-854-2493
276533|HUMAN RIGHTS INTERNSHIP PROGRAM|276393|MS* 4-4628|||OFFICE|212-854-4628
276534|INDUSTRY PLAYERS|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276536|INTERNATIONAL PROGRAMS|276393|MS* 4-4959|||OFFICE|212-854-4959
276537|INTERNET LAW JOURNAL|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276539|JAPANESE LEGAL STUDIES SOCIETY (NHK)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276541|JESSUP MOOT COURT EXECUTIVE BOARD|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276543|JEWISH LAW STUDENTS ASSOCIATION|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276545|J. REUBEN CLARK SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276547|KERNOCHAN CENTER FOR LAW, MEDIA, AND THE ARTS|276393|MS* 4-7424||4017|OFFICE|212-854-7424
276548|KOLEINU|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276550|LATIN AMERICAN LAW STUDENTS ASSOCIATION  (LALSA)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276554|LAW REVUE|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276556|LAW SCHOOL DEMOCRATS|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276558|LAW SCHOOL NEWS|276393|MS* 4-5833||4906|OFFICE|212-854-5833
276561|LEGISLATIVE DRAFTING RESEARCH FUND|276393|MS* 4- 7341||4015|OFFICE|212-854-7341
276562|MOOT COURT|276393|MS* 4-1600|||OFFICE|212-854-1600
276563|MORNINGSIDE HEIGHTS LEGAL SERVICES AND  FAMILY ADVOCACY CLINIC|276393|MS* 4-3123||4074|OFFICE|212-854-3123
276564|MUSLIM LAW STUDENTS ASSOCIATION (MSLA)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276566|NATIONAL LAWYERS GUILD (NLG)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276568|NATIONAL BLACK LAW JOURNAL, THE|276393|MS* 4-3318|||OFFICE|212-854-3318
276570|NATIVE AMERICAN LAW STUDENTS ASSOCIATION  (NALSA)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276572|NEIGHBORHOOD KIDS TUTORIAL PROGRAM|276393|MS* 4-2395||4906|OFFICE|212-854-2395
